id,name,country,mechanic,govt_take_pct_at_75,contractor_npv_musd_at_75,irr_pct_at_75,breakeven_usd
28314,GOM GOM KC Block 948 — G33948,USA,Federal Offshore Lease — Relinquished,16.96,2101.7,,-1.0
28315,GOM GOM KC Block 949 — G33949,USA,Federal Offshore Lease — Relinquished,16.96,2101.7,,-1.0
28316,GOM Llano Block 13 — G31808,USA,Federal Offshore Lease — Expired,16.96,2101.7,,-1.0
28317,GOM Llano Block 149 — G31818,USA,Federal Offshore Lease — Expired,16.96,2101.7,,-1.0
28318,GOM Llano Block 273 — G31829,USA,Federal Offshore Lease — Expired,16.96,2101.7,,-1.0
28319,GOM Llano Block 318 — G31835,USA,Federal Offshore Lease — Expired,16.96,2101.7,,-1.0
28320,GOM Llano Block 363 — G31840,USA,Federal Offshore Lease — Relinquished,16.96,2101.7,,-1.0
28321,GOM Llano Block 367 — G31841,USA,Federal Offshore Lease — Relinquished,16.96,2101.7,,-1.0
28322,GOM De Soto Canyon Block 229 — G31537,USA,Federal Offshore Lease — Relinquished,16.96,2101.7,,-1.0
28323,GOM De Soto Canyon Block 320 — G31541,USA,Federal Offshore Lease — Relinquished,16.96,2101.7,,-1.0
28324,GOM De Soto Canyon Block 407 — G31549,USA,Federal Offshore Lease — Expired,16.96,2101.7,,-1.0
28325,GOM De Soto Canyon Block 411 — G31553,USA,Federal Offshore Lease — Relinquished,16.96,2101.7,,-1.0
28326,GOM De Soto Canyon Block 412 — G31554,USA,Federal Offshore Lease — Relinquished,16.96,2101.7,,-1.0
28327,GOM De Soto Canyon Block 544 — G32371,USA,Federal Offshore Lease — Relinquished,16.96,2101.7,,-1.0
28328,GOM De Soto Canyon Block 587 — G32374,USA,Federal Offshore Lease — Relinquished,16.96,2101.7,,-1.0
28329,GOM De Soto Canyon Block 589 — G32376,USA,Federal Offshore Lease — Relinquished,16.96,2101.7,,-1.0
28330,GOM De Soto Canyon Block 591 — G32378,USA,Federal Offshore Lease — Relinquished,16.96,2101.7,,-1.0
28331,GOM De Soto Canyon Block 640 — G32005,USA,Federal Offshore Lease — Relinquished,16.96,2101.7,,-1.0
28332,GOM De Soto Canyon Block 678 — G32386,USA,Federal Offshore Lease — Relinquished,16.96,2101.7,,-1.0
28333,GOM De Soto Canyon Block 723 — G32390,USA,Federal Offshore Lease — Relinquished,16.96,2101.7,,-1.0
28334,GOM De Soto Canyon Block 725 — G32013,USA,Federal Offshore Lease — Relinquished,16.96,2101.7,,-1.0
28335,GOM De Soto Canyon Block 768 — G32393,USA,Federal Offshore Lease — Relinquished,16.96,2101.7,,-1.0
28336,GOM De Soto Canyon Block 771 — G32020,USA,Federal Offshore Lease — Relinquished,16.96,2101.7,,-1.0
28337,GOM De Soto Canyon Block 894 — G31582,USA,Federal Offshore Lease — Relinquished,16.96,2101.7,,-1.0
28338,GOM Llano Block 13 — G36455,USA,Federal Offshore Lease — Relinquished,16.96,2101.7,,-1.0
28339,GOM Llano Block 15 — G36457,USA,Federal Offshore Lease — Relinquished,16.96,2101.7,,-1.0
28340,GOM Llano Block 56 — G33299,USA,Federal Offshore Lease — Relinquished,16.96,2101.7,,-1.0
28341,GOM Llano Block 57 — G33300,USA,Federal Offshore Lease — Relinquished,16.96,2101.7,,-1.0
28342,GOM Llano Block 59 — G36831,USA,Federal Offshore Lease,16.96,2101.7,,-1.0
28343,GOM Llano Block 60 — G37308,USA,Federal Offshore Lease,16.96,2101.7,,-1.0
28344,GOM Llano Block 63 — G36462,USA,Federal Offshore Lease — Relinquished,16.96,2101.7,,-1.0
28345,GOM Llano Block 97 — G35033,USA,Federal Offshore Lease — Relinquished,16.96,2101.7,,-1.0
28346,GOM Llano Block 142 — G35036,USA,Federal Offshore Lease — Relinquished,16.96,2101.7,,-1.0
28347,GOM Llano Block 181 — G36685,USA,Federal Offshore Lease,16.96,2101.7,,-1.0
28348,GOM Llano Block 184 — G35037,USA,Federal Offshore Lease — Relinquished,16.96,2101.7,,-1.0
28349,GOM Llano Block 187 — G33309,USA,Federal Offshore Lease — Relinquished,16.96,2101.7,,-1.0
28350,GOM Llano Block 194 — G36466,USA,Federal Offshore Lease — Relinquished,16.96,2101.7,,-1.0
28351,GOM Llano Block 221 — G35443,USA,Federal Offshore Lease — Relinquished,16.96,2101.7,,-1.0
28352,GOM Llano Block 238 — G36467,USA,Federal Offshore Lease — Relinquished,16.96,2101.7,,-1.0
28353,GOM Llano Block 266 — G35449,USA,Federal Offshore Lease — Relinquished,16.96,2101.7,,-1.0
28354,GOM Llano Block 267 — G35450,USA,Federal Offshore Lease — Relinquished,16.96,2101.7,,-1.0
28355,GOM Llano Block 270 — G33883,USA,Federal Offshore Lease — Relinquished,16.96,2101.7,,-1.0
28356,GOM Llano Block 315 — G35452,USA,Federal Offshore Lease — Relinquished,16.96,2101.7,,-1.0
28357,GOM Llano Block 364 — G35457,USA,Federal Offshore Lease — Relinquished,16.96,2101.7,,-1.0
28358,GOM Llano Block 500 — G35702,USA,Federal Offshore Lease — Relinquished,16.96,2101.7,,-1.0
28359,GOM Llano Block 539 — G33886,USA,Federal Offshore Lease — Relinquished,16.96,2101.7,,-1.0
28360,GOM Llano Block 628 — G33325,USA,Federal Offshore Lease — Relinquished,16.96,2101.7,,-1.0
28361,GOM Llano Block 632 — G35048,USA,Federal Offshore Lease — Relinquished,16.96,2101.7,,-1.0
28362,GOM Llano Block 665 — G33326,USA,Federal Offshore Lease — Relinquished,16.96,2101.7,,-1.0
28363,GOM Llano Block 718 — G33330,USA,Federal Offshore Lease — Relinquished,16.96,2101.7,,-1.0
28364,GOM GOM HE Block 279 — G35490,USA,Federal Offshore Lease — Relinquished,16.96,2101.7,,-1.0
28365,GOM De Soto Canyon Block 133 — G35349,USA,Federal Offshore Lease — Expired,16.96,2101.7,,-1.0
28366,GOM De Soto Canyon Block 136 — G35351,USA,Federal Offshore Lease — Expired,16.96,2101.7,,-1.0
28367,GOM De Soto Canyon Block 188 — G33775,USA,Federal Offshore Lease — Relinquished,16.96,2101.7,,-1.0
28368,GOM De Soto Canyon Block 227 — G36273,USA,Federal Offshore Lease — Relinquished,16.96,2101.7,,-1.0
28369,GOM De Soto Canyon Block 265 — G36573,USA,Federal Offshore Lease — Relinquished,16.96,2101.7,,-1.0
28370,GOM Walker Ridge Block 108 — G16479,USA,Federal Offshore Lease,31.77,1603.2,,-1.0
28371,GOM Walker Ridge Block 123 — G12068,USA,Federal Offshore Lease — Expired,31.77,1603.2,,-1.0
28372,GOM Walker Ridge Block 128 — G10883,USA,Federal Offshore Lease,31.77,1603.2,,-1.0
28373,GOM Walker Ridge Block 182 — G16960,USA,Federal Offshore Lease — Expired,31.77,1603.2,,-1.0
28374,GOM Walker Ridge Block 418 — G20320,USA,Federal Offshore Lease — Expired,31.77,1603.2,,-1.0
28375,GOM Walker Ridge Block 455 — G16992,USA,Federal Offshore Lease — Expired,31.77,1603.2,,-1.0
28376,GOM Walker Ridge Block 462 — G20326,USA,Federal Offshore Lease — Expired,31.77,1603.2,,-1.0
28377,GOM Walker Ridge Block 696 — G20378,USA,Federal Offshore Lease — Relinquished,31.77,1603.2,,-1.0
28378,GOM Walker Ridge Block 762 — G18765,USA,Federal Offshore Lease — Expired,31.77,1603.2,,-1.0
28379,GOM South Texas Block 28 — G16409,USA,Federal Offshore Lease — Expired,16.96,2101.7,,-1.0
28380,GOM South Texas Block 31 — G18033,USA,Federal Offshore Lease — Expired,16.96,2101.7,,-1.0
28381,GOM South Texas Block 95 — G19825,USA,Federal Offshore Lease — Expired,16.96,2101.7,,-1.0
28382,GOM South Texas Block 107 — G15319,USA,Federal Offshore Lease,16.96,2101.7,,-1.0
28383,GOM South Texas Block 139 — G18040,USA,Federal Offshore Lease,16.96,2101.7,,-1.0
28384,GOM South Texas Block 160 — G18045,USA,Federal Offshore Lease — Expired,16.96,2101.7,,-1.0
28385,GOM South Texas Block 204 — G16432,USA,Federal Offshore Lease,16.96,2101.7,,-1.0
28386,GOM GOM BM Block 4 — G14536,USA,Federal Offshore Lease — Expired,16.96,2101.7,,-1.0
28387,GOM South Texas Block 138 — G15321,USA,Federal Offshore Lease — Relinquished,16.96,2101.7,,-1.0
28388,GOM Mississippi Canyon Block 26 — G22854,USA,Federal Offshore Lease — Relinquished,31.77,1603.2,,-1.0
28389,GOM Mississippi Canyon Block 30 — G22855,USA,Federal Offshore Lease — Expired,31.77,1603.2,,-1.0
28390,GOM Mississippi Canyon Block 71 — G22860,USA,Federal Offshore Lease — Relinquished,31.77,1603.2,,-1.0
28391,GOM Mississippi Canyon Block 73 — G21743,USA,Federal Offshore Lease — Relinquished,31.77,1603.2,,-1.0
28392,GOM Mississippi Canyon Block 126 — G18194,USA,Federal Offshore Lease — Producing,31.77,1603.2,,-1.0
28393,GOM Mississippi Canyon Block 165 — G19927,USA,Federal Offshore Lease,31.77,1603.2,,-1.0
28394,GOM Mississippi Canyon Block 199 — G18199,USA,Federal Offshore Lease — Expired,31.77,1603.2,,-1.0
28395,GOM Mississippi Canyon Block 200 — G18200,USA,Federal Offshore Lease — Expired,31.77,1603.2,,-1.0
28396,GOM Mississippi Canyon Block 201 — G18201,USA,Federal Offshore Lease — Expired,31.77,1603.2,,-1.0
28397,GOM Mississippi Canyon Block 240 — G21749,USA,Federal Offshore Lease — Relinquished,31.77,1603.2,,-1.0
28398,GOM Mississippi Canyon Block 361 — G18226,USA,Federal Offshore Lease — Expired,31.77,1603.2,,-1.0
28399,GOM Mississippi Canyon Block 389 — G18232,USA,Federal Offshore Lease — Expired,31.77,1603.2,,-1.0
28400,GOM Mississippi Canyon Block 409 — G18235,USA,Federal Offshore Lease — Expired,31.77,1603.2,,-1.0
28401,GOM Mississippi Canyon Block 411 — G18236,USA,Federal Offshore Lease — Relinquished,31.77,1603.2,,-1.0
28402,GOM Mississippi Canyon Block 421 — G19950,USA,Federal Offshore Lease — Expired,31.77,1603.2,,-1.0
28403,GOM Mississippi Canyon Block 431 — G22877,USA,Federal Offshore Lease — Producing,31.77,1603.2,,-1.0
28404,GOM Mississippi Canyon Block 435 — G19951,USA,Federal Offshore Lease — Relinquished,31.77,1603.2,,-1.0
28405,GOM Mississippi Canyon Block 460 — G18245,USA,Federal Offshore Lease — Producing,31.77,1603.2,,-1.0
28406,GOM Mississippi Canyon Block 480 — G19957,USA,Federal Offshore Lease — Expired,31.77,1603.2,,-1.0
28407,GOM Mississippi Canyon Block 493 — G21763,USA,Federal Offshore Lease — Expired,31.77,1603.2,,-1.0
28408,GOM Mississippi Canyon Block 575 — G21771,USA,Federal Offshore Lease — Relinquished,31.77,1603.2,,-1.0
28409,GOM Mississippi Canyon Block 595 — G21177,USA,Federal Offshore Lease — Expired,31.77,1603.2,,-1.0
28410,GOM Mississippi Canyon Block 621 — G19975,USA,Federal Offshore Lease — Expired,31.77,1603.2,,-1.0
28411,GOM Mississippi Canyon Block 647 — G18268,USA,Federal Offshore Lease — Relinquished,31.77,1603.2,,-1.0
28412,GOM Mississippi Canyon Block 656 — G18269,USA,Federal Offshore Lease — Expired,31.77,1603.2,,-1.0
28413,GOM Mississippi Canyon Block 701 — G21183,USA,Federal Offshore Lease — Expired,31.77,1603.2,,-1.0
28414,GOM Mississippi Canyon Block 705 — G18273,USA,Federal Offshore Lease,31.77,1603.2,,-1.0
28415,GOM Mississippi Canyon Block 721 — G19987,USA,Federal Offshore Lease — Expired,31.77,1603.2,,-1.0
28416,GOM Mississippi Canyon Block 725 — G22898,USA,Federal Offshore Lease — Unit,31.77,1603.2,,-1.0
28417,GOM Mississippi Canyon Block 798 — G22901,USA,Federal Offshore Lease — Expired,31.77,1603.2,,-1.0
28418,GOM Mississippi Canyon Block 824 — G18298,USA,Federal Offshore Lease — Relinquished,31.77,1603.2,,-1.0
28419,GOM Mississippi Canyon Block 855 — G22907,USA,Federal Offshore Lease — Relinquished,31.77,1603.2,,-1.0
28420,GOM Mississippi Canyon Block 862 — G18302,USA,Federal Offshore Lease — Expired,31.77,1603.2,,-1.0
28421,GOM Mississippi Canyon Block 907 — G20007,USA,Federal Offshore Lease,31.77,1603.2,,-1.0
28422,GOM Mississippi Canyon Block 926 — G22915,USA,Federal Offshore Lease — Relinquished,31.77,1603.2,,-1.0
28423,GOM Mississippi Canyon Block 952 — G21779,USA,Federal Offshore Lease — Expired,31.77,1603.2,,-1.0
28424,GOM Mississippi Canyon Block 953 — G20013,USA,Federal Offshore Lease — Expired,31.77,1603.2,,-1.0
28425,GOM Mississippi Canyon Block 986 — G21195,USA,Federal Offshore Lease — Expired,31.77,1603.2,,-1.0
28426,GOM West Cameron Block 193 — 00191,USA,Federal Offshore Lease,16.96,2101.7,,-1.0
28427,GOM Mobile Point Block 147 — G12089,USA,Federal Offshore Lease — Relinquished,16.96,2101.7,,-1.0
28428,GOM Mobile Point Block 292 — G10912,USA,Federal Offshore Lease,16.96,2101.7,,-1.0
28429,GOM West Cameron Block 341 — G16153,USA,Federal Offshore Lease — Relinquished,16.96,2101.7,,-1.0
28430,GOM West Cameron Block 496 — G12799,USA,Federal Offshore Lease — Expired,16.96,2101.7,,-1.0
28431,GOM East Cameron Block 163 — G17854,USA,Federal Offshore Lease — Relinquished,16.96,2101.7,,-1.0
28432,GOM Vernon Range Block 111 — G14403,USA,Federal Offshore Lease — Expired,16.96,2101.7,,-1.0
28433,GOM Eugene Island Block 209 — 00579,USA,Federal Offshore Lease — Expired,31.77,1603.2,,-1.0
28434,GOM Ship Shoal South Block 144 — G15280,USA,Federal Offshore Lease — Relinquished,31.77,1603.2,,-1.0
28435,GOM Ship Shoal South Block 308 — G16396,USA,Federal Offshore Lease — Expired,31.77,1603.2,,-1.0
28436,GOM South Texas Block 124 — G03175,USA,Federal Offshore Lease — Expired,16.96,2101.7,,-1.0
28437,GOM South Texas Block 282 — G05640,USA,Federal Offshore Lease — Relinquished,16.96,2101.7,,-1.0
28438,GOM South Texas Block 293 — G04889,USA,Federal Offshore Lease — Expired,16.96,2101.7,,-1.0
28439,GOM Grand Isle Block 117 — 00837,USA,Federal Offshore Lease — Relinquished,16.96,2101.7,,-1.0
28440,GOM Viosca Knoll Block 990 — G06899,USA,Federal Offshore Lease — Producing,16.96,2101.7,,-1.0
28441,GOM Pensacola Block A  23 — G11210,USA,Federal Offshore Lease — Relinquished,16.96,2101.7,,-1.0
28442,GOM GOM MU Block 788 — G05998,USA,Federal Offshore Lease — Relinquished,16.96,2101.7,,-1.0
28443,GOM GOM MU Block 788 — G03031,USA,Federal Offshore Lease — Expired,16.96,2101.7,,-1.0
28444,GOM GOM MU Block A  67 — G18881,USA,Federal Offshore Lease — Expired,16.96,2101.7,,-1.0
28445,GOM Brazos Area Block 455 — G20614,USA,Federal Offshore Lease — Expired,16.96,2101.7,,-1.0
28446,GOM Brazos Area Block A  69 — G04066,USA,Federal Offshore Lease — Relinquished,16.96,2101.7,,-1.0
28447,GOM Brazos Area Block A  69 — G11294,USA,Federal Offshore Lease — Relinquished,16.96,2101.7,,-1.0
28448,GOM Galveston Block 297 — 00715,USA,Federal Offshore Lease — Relinquished,16.96,2101.7,,-1.0
28449,GOM High Island Block 234 — G01837,USA,Federal Offshore Lease,31.77,1603.2,,-1.0
28450,GOM High Island Block A 263 — G06243,USA,Federal Offshore Lease,31.77,1603.2,,-1.0
28451,GOM Walker Ridge Block 146 — G16486,USA,Federal Offshore Lease — Relinquished,31.77,1603.2,,-1.0
28452,GOM South Extension Block 40 — G04745,USA,Federal Offshore Lease,16.96,2101.7,,-1.0
28453,GOM Mississippi Canyon Block 31 — G18191,USA,Federal Offshore Lease — Relinquished,31.77,1603.2,,-1.0
28454,GOM Mississippi Canyon Block 31 — G22856,USA,Federal Offshore Lease — Expired,31.77,1603.2,,-1.0
28455,GOM West Cameron Block 79 — G04385,USA,Federal Offshore Lease — Expired,16.96,2101.7,,-1.0
28456,GOM West Cameron Block 239 — G11776,USA,Federal Offshore Lease — Expired,16.96,2101.7,,-1.0
28457,GOM Mobile Point Block 69 — 00372,USA,Federal Offshore Lease,16.96,2101.7,,-1.0
28458,GOM West Cameron Block 392 — G04768,USA,Federal Offshore Lease — Expired,16.96,2101.7,,-1.0
28459,GOM West Cameron Block 560 — G03283,USA,Federal Offshore Lease,16.96,2101.7,,-1.0
28460,GOM East Cameron Block 17 — G14351,USA,Federal Offshore Lease — Expired,16.96,2101.7,,-1.0
28461,GOM East Cameron Block 114 — 00418,USA,Federal Offshore Lease — Relinquished,16.96,2101.7,,-1.0
28462,GOM East Cameron Block 141 — G11834,USA,Federal Offshore Lease — Expired,16.96,2101.7,,-1.0
28463,GOM East Cameron Block 178 — G05376,USA,Federal Offshore Lease — Expired,16.96,2101.7,,-1.0
28464,GOM East Cameron Block 178 — G14369,USA,Federal Offshore Lease — Expired,16.96,2101.7,,-1.0
28465,GOM Vernon Range Block 77 — G04420,USA,Federal Offshore Lease — Expired,16.96,2101.7,,-1.0
28466,GOM Vernon Range Block 179 — G11872,USA,Federal Offshore Lease,16.96,2101.7,,-1.0
28467,GOM Vernon Range Block 179 — G16300,USA,Federal Offshore Lease — Expired,16.96,2101.7,,-1.0
28468,GOM Vernon Range Block 208 — G11876,USA,Federal Offshore Lease — Expired,16.96,2101.7,,-1.0
28469,GOM South Mobile Block 17 — G11905,USA,Federal Offshore Lease,16.96,2101.7,,-1.0
28470,GOM Vernon Range Block 345 — G15203,USA,Federal Offshore Lease — Expired,16.96,2101.7,,-1.0
28471,GOM South Mobile Block 87 — G09538,USA,Federal Offshore Lease,16.96,2101.7,,-1.0
28472,GOM South Mobile Block 202 — G07721,USA,Federal Offshore Lease — Expired,16.96,2101.7,,-1.0
28473,GOM South Mobile Block 231 — G04434,USA,Federal Offshore Lease,16.96,2101.7,,-1.0
28474,GOM Eugene Island Block 22 — G05035,USA,Federal Offshore Lease — Expired,31.77,1603.2,,-1.0
28475,GOM Eugene Island Block 22 — G09572,USA,Federal Offshore Lease,31.77,1603.2,,-1.0
28476,GOM Eugene Island Block 214 — G00977,USA,Federal Offshore Lease — Relinquished,31.77,1603.2,,-1.0
28477,GOM Eugene Island Block 339 — G02318,USA,Federal Offshore Lease — Producing,31.77,1603.2,,-1.0
28478,GOM Ship Shoal South Block 85 — G18005,USA,Federal Offshore Lease — Expired,31.77,1603.2,,-1.0
28479,GOM Ship Shoal South Block 199 — G12357,USA,Federal Offshore Lease,31.77,1603.2,,-1.0
28480,GOM Ship Shoal South Block 266 — G01034,USA,Federal Offshore Lease — Relinquished,31.77,1603.2,,-1.0
28481,GOM Ship Shoal South Block 331 — G13631,USA,Federal Offshore Lease — Relinquished,31.77,1603.2,,-1.0
28482,GOM South Texas Block 70 — G10816,USA,Federal Offshore Lease — Expired,16.96,2101.7,,-1.0
28483,GOM Grand Isle Block 82 — G05659,USA,Federal Offshore Lease,16.96,2101.7,,-1.0
28484,GOM Walker Ridge Block 57 — 00145,USA,Federal Offshore Lease — Expired,31.77,1603.2,,-1.0
28485,GOM Walker Ridge Block 120 — G09691,USA,Federal Offshore Lease — Expired,31.77,1603.2,,-1.0
28486,GOM Sonangol Point Block 19 — G06790,USA,Federal Offshore Lease — Relinquished,16.96,2101.7,,-1.0
28487,GOM Sonangol Point Block 90 — G12081,USA,Federal Offshore Lease — Relinquished,16.96,2101.7,,-1.0
28488,GOM GOM PI Block 656 — G14246,USA,Federal Offshore Lease — Relinquished,16.96,2101.7,,-1.0
28489,GOM East Breaks Block 325 — G20695,USA,Federal Offshore Lease — Relinquished,31.77,1603.2,,-1.0
28490,GOM East Breaks Block 774 — G19039,USA,Federal Offshore Lease — Relinquished,31.77,1603.2,,-1.0
28491,GOM Garden Banks Block 302 — G17335,USA,Federal Offshore Lease — Relinquished,16.96,2101.7,,-1.0
28492,GOM Garden Banks Block 639 — G11558,USA,Federal Offshore Lease — Relinquished,16.96,2101.7,,-1.0
28493,GOM Garden Banks Block 769 — G13388,USA,Federal Offshore Lease — Relinquished,16.96,2101.7,,-1.0
28494,GOM Garden Banks Block 843 — G17443,USA,Federal Offshore Lease — Relinquished,16.96,2101.7,,-1.0
28495,GOM Garden Banks Block 1000 — G19238,USA,Federal Offshore Lease — Expired,16.96,2101.7,,-1.0
28496,GOM Green Canyon Block 102 — G05899,USA,Federal Offshore Lease — Expired,31.77,1603.2,,-1.0
28497,GOM Green Canyon Block 102 — G13693,USA,Federal Offshore Lease — Relinquished,31.77,1603.2,,-1.0
28498,GOM Green Canyon Block 117 — G05905,USA,Federal Offshore Lease,31.77,1603.2,,-1.0
28499,GOM Green Canyon Block 154 — G16697,USA,Federal Offshore Lease — Relinquished,31.77,1603.2,,-1.0
28500,GOM Green Canyon Block 716 — G18429,USA,Federal Offshore Lease — Relinquished,31.77,1603.2,,-1.0
28501,GOM Green Canyon Block 994 — G18475,USA,Federal Offshore Lease — Expired,31.77,1603.2,,-1.0
28502,GOM Atwater Valley Block 65 — G09249,USA,Federal Offshore Lease,16.96,2101.7,,-1.0
28503,GOM Atwater Valley Block 676 — G19372,USA,Federal Offshore Lease — Relinquished,16.96,2101.7,,-1.0
28504,GOM Atwater Valley Block 810 — G17559,USA,Federal Offshore Lease — Expired,16.96,2101.7,,-1.0
28505,GOM Atwater Valley Block 866 — G19420,USA,Federal Offshore Lease — Expired,16.96,2101.7,,-1.0
28506,GOM GOM KC Block 80 — G19474,USA,Federal Offshore Lease — Relinquished,16.96,2101.7,,-1.0
28507,GOM GOM KC Block 109 — G20898,USA,Federal Offshore Lease — Relinquished,16.96,2101.7,,-1.0
28508,GOM GOM KC Block 245 — G19531,USA,Federal Offshore Lease — Relinquished,16.96,2101.7,,-1.0
28509,GOM GOM KC Block 397 — G19565,USA,Federal Offshore Lease — Relinquished,16.96,2101.7,,-1.0
28510,GOM Walker Ridge Block 362 — G16975,USA,Federal Offshore Lease — Expired,31.77,1603.2,,-1.0
28511,GOM Atwater Valley Block 7 — G09994,USA,Federal Offshore Lease — Expired,16.96,2101.7,,-1.0
28512,GOM Atwater Valley Block 81 — G18493,USA,Federal Offshore Lease — Relinquished,16.96,2101.7,,-1.0
28513,GOM Atwater Valley Block 228 — G18525,USA,Federal Offshore Lease — Relinquished,16.96,2101.7,,-1.0
28514,GOM Atwater Valley Block 273 — G20150,USA,Federal Offshore Lease — Relinquished,16.96,2101.7,,-1.0
28515,GOM Pensacola Ridge Block 631 — G06493,USA,Federal Offshore Lease — Relinquished,16.96,2101.7,,-1.0
28516,GOM Pensacola Ridge Block 847 — G06525,USA,Federal Offshore Lease — Relinquished,16.96,2101.7,,-1.0
28517,GOM East Breaks West Block 875 — G06905,USA,Federal Offshore Lease — Relinquished,31.77,1603.2,,-1.0
28518,GOM East Breaks West Block 980 — G06729,USA,Federal Offshore Lease — Expired,31.77,1603.2,,-1.0
28519,GOM Mississippi Canyon Block 243 — G19931,USA,Federal Offshore Lease — Producing,31.77,1603.2,,-1.0
28520,GOM Mississippi Canyon Block 416 — G22875,USA,Federal Offshore Lease — Expired,31.77,1603.2,,-1.0
28521,GOM Mississippi Canyon Block 506 — G14007,USA,Federal Offshore Lease — Expired,31.77,1603.2,,-1.0
28522,GOM Mississippi Canyon Block 630 — G13685,USA,Federal Offshore Lease — Relinquished,31.77,1603.2,,-1.0
28523,GOM Mississippi Canyon Block 708 — G09854,USA,Federal Offshore Lease — Expired,31.77,1603.2,,-1.0
28524,GOM Pensacola Block A  45 — G02997,USA,Federal Offshore Lease — Expired,16.96,2101.7,,-1.0
28525,GOM GOM MU Block A 170 — G08097,USA,Federal Offshore Lease — Relinquished,16.96,2101.7,,-1.0
28526,GOM Mississippi Island Block 602 — G03085,USA,Federal Offshore Lease,16.96,2101.7,,-1.0
28527,GOM Mississippi Island Block 602 — G11261,USA,Federal Offshore Lease,16.96,2101.7,,-1.0
28528,GOM Mississippi Island Block 602 — G17093,USA,Federal Offshore Lease — Expired,16.96,2101.7,,-1.0
28529,GOM Brazos Area Block 467 — G17106,USA,Federal Offshore Lease — Expired,16.96,2101.7,,-1.0
28530,GOM Brazos Area Block A  48 — G03941,USA,Federal Offshore Lease — Relinquished,16.96,2101.7,,-1.0
28531,GOM Brazos Area Block A  48 — G14823,USA,Federal Offshore Lease — Expired,16.96,2101.7,,-1.0
28532,GOM Galveston Block 241 — G01773,USA,Federal Offshore Lease,16.96,2101.7,,-1.0
28533,GOM Galveston Block 290 — G12500,USA,Federal Offshore Lease — Expired,16.96,2101.7,,-1.0
28534,GOM Viosca Knoll Block 952 — G36874,USA,Federal Offshore Lease — Relinquished,16.96,2101.7,,-1.0
28535,GOM Viosca Knoll Block 960 — G27247,USA,Federal Offshore Lease,16.96,2101.7,,-1.0
28536,GOM Viosca Knoll Block 1004 — G37459,USA,Federal Offshore Lease,16.96,2101.7,,-1.0
28537,GOM Mississippi Canyon Block 32 — G31475,USA,Federal Offshore Lease — Relinquished,31.77,1603.2,,-1.0
28538,GOM Mississippi Canyon Block 38 — G34883,USA,Federal Offshore Lease — Expired,31.77,1603.2,,-1.0
28539,GOM Mississippi Canyon Block 68 — G35310,USA,Federal Offshore Lease — Expired,31.77,1603.2,,-1.0
28540,GOM Mississippi Canyon Block 73 — G26236,USA,Federal Offshore Lease — Expired,31.77,1603.2,,-1.0
28541,GOM Mississippi Canyon Block 81 — G24043,USA,Federal Offshore Lease — Expired,31.77,1603.2,,-1.0
28542,GOM Mississippi Canyon Block 107 — G32298,USA,Federal Offshore Lease — Expired,31.77,1603.2,,-1.0
28543,GOM Mississippi Canyon Block 113 — G33713,USA,Federal Offshore Lease — Relinquished,31.77,1603.2,,-1.0
28544,GOM Mississippi Canyon Block 115 — G25082,USA,Federal Offshore Lease — Relinquished,31.77,1603.2,,-1.0
28545,GOM Mississippi Canyon Block 117 — G35314,USA,Federal Offshore Lease — Expired,31.77,1603.2,,-1.0
28546,GOM Mississippi Canyon Block 117 — G37202,USA,Federal Offshore Lease,31.77,1603.2,,-1.0
28547,GOM Mississippi Canyon Block 118 — G27260,USA,Federal Offshore Lease,31.77,1603.2,,-1.0
28548,GOM Mississippi Canyon Block 125 — G37203,USA,Federal Offshore Lease,31.77,1603.2,,-1.0
28549,GOM Mississippi Canyon Block 157 — G31480,USA,Federal Offshore Lease — Relinquished,31.77,1603.2,,-1.0
28550,GOM Mississippi Canyon Block 162 — G36880,USA,Federal Offshore Lease,31.77,1603.2,,-1.0
28551,GOM Mississippi Canyon Block 164 — G27265,USA,Federal Offshore Lease — Relinquished,31.77,1603.2,,-1.0
28552,GOM Mississippi Canyon Block 165 — G24051,USA,Federal Offshore Lease — Expired,31.77,1603.2,,-1.0
28553,GOM Mississippi Canyon Block 166 — G24052,USA,Federal Offshore Lease — Expired,31.77,1603.2,,-1.0
28554,GOM Mississippi Canyon Block 172 — G37749,USA,Federal Offshore Lease,31.77,1603.2,,-1.0
28555,GOM Mississippi Canyon Block 206 — G34431,USA,Federal Offshore Lease — Relinquished,31.77,1603.2,,-1.0
28556,GOM Mississippi Canyon Block 206 — G36540,USA,Federal Offshore Lease — Expired,31.77,1603.2,,-1.0
28557,GOM Mississippi Canyon Block 244 — G36541,USA,Federal Offshore Lease — Relinquished,31.77,1603.2,,-1.0
28558,GOM Mississippi Canyon Block 245 — G34432,USA,Federal Offshore Lease — Relinquished,31.77,1603.2,,-1.0
28559,GOM Mississippi Canyon Block 283 — G33719,USA,Federal Offshore Lease — Relinquished,31.77,1603.2,,-1.0
28560,GOM Mississippi Canyon Block 287 — G36245,USA,Federal Offshore Lease — Relinquished,31.77,1603.2,,-1.0
28561,GOM Mississippi Canyon Block 291 — G25085,USA,Federal Offshore Lease — Expired,31.77,1603.2,,-1.0
28562,GOM Mississippi Canyon Block 294 — G31485,USA,Federal Offshore Lease — Expired,31.77,1603.2,,-1.0
